Segment,Date,Session Custom Channel Group,Platform,Sessions,Total revenue,Purchases,Engaged sessions,Shipping amount,Tax amount
Good Sessions,1/10/2025,Paid Search,iOS,1973,6604.97,49,1793,324.68,382.07
Good Sessions,1/10/2025,Paid Search,web,52741,133390.25,1109,34332,8936.86,9093.19
Good Sessions,1/10/2025,Paid Social,web,41838,50832.24,385,19132,2525.74,3102.95
Good Sessions,1/10/2025,Paid Video,web,457,0,0,132,0,0
Good Sessions,1/10/2025,Referral,web,394,1621.33,13,265,100.79,117.68
Good Sessions,1/10/2025,SMS,web,15394,80154.61,517,8665,2605.73,5570.86
Good Sessions,1/10/2025,Unassigned,Android,154,1182.56,6,0,49.95,54.84
Good Sessions,1/10/2025,Unassigned,iOS,421,1095.72,8,0,49.95,55.71
Good Sessions,1/10/2025,Unassigned,web,1049,5392.94,41,218,330.71,403.74
Good Sessions,1/11/2025,Affiliates,web,5434,39026.19,295,3243,2085.75,2477.74
Good Sessions,1/11/2025,Direct,Android,251,402.26,4,201,29.97,26.42
Good Sessions,1/11/2025,Direct,iOS,13970,34243.6,282,12428,2277.91,2025.6
Good Sessions,1/11/2025,Direct,web,31215,57707.76,457,19185,3655.15,4222.23
Good Sessions,1/11/2025,Display,Android,32,0,0,26,0,0
Good Sessions,1/11/2025,Display,iOS,51,219.22,2,45,19.98,11.28
Good Sessions,1/11/2025,Display,web,143,0,0,35,0,0
Good Sessions,1/11/2025,Email,web,19818,48840.64,372,11532,2281.94,3437.07
Good Sessions,1/11/2025,Mobile Push Notifications,Android,721,3411.34,27,604,199.8,209.49
Good Sessions,1/11/2025,Mobile Push Notifications,iOS,5657,13780.61,103,5015,802.29,853.9
Good Sessions,1/11/2025,Organic Search,Android,284,681.98,7,255,64.94,33.92
Good Sessions,1/11/2025,Organic Search,web,18500,18867.74,148,13202,1302.8,1521.11
Good Sessions,1/11/2025,Organic Shopping,web,488,1249.83,13,307,120.91,75.9
Good Sessions,1/11/2025,Organic Social,Android,230,242.03,2,179,9.99,2.11
Good Sessions,1/11/2025,Organic Social,web,2197,1977.68,15,1208,49.95,86.12
Good Sessions,1/11/2025,Organic Video,web,43,0,0,8,0,0
Good Sessions,1/11/2025,Paid Other,Android,5,0,0,5,0,0
Good Sessions,1/11/2025,Paid Other,iOS,41,0,0,36,0,0
Good Sessions,1/11/2025,Paid Other,web,9,0,0,6,0,0
Good Sessions,1/11/2025,Paid Search,Android,1447,3255.96,29,1253,282.77,196.56
Good Sessions,1/11/2025,Paid Search,iOS,1839,4347.77,37,1675,330.71,292.64
Good Sessions,1/11/2025,Paid Search,web,50909,98772.08,866,33620,7371.17,6563.05
Good Sessions,1/11/2025,Paid Social,web,40167,35460.03,289,19340,1992.22,2093.02
Good Sessions,1/11/2025,Paid Video,web,483,0,0,121,0,0
Good Sessions,1/11/2025,Referral,web,346,1373.26,6,200,116.51,113.46
Good Sessions,1/11/2025,SMS,web,16663,44641.81,331,9793,2254.98,2896.29
Good Sessions,1/11/2025,Unassigned,Android,176,0,0,0,0,0
Good Sessions,1/11/2025,Unassigned,iOS,451,1747.16,11,4,74.93,134.94
Good Sessions,1/11/2025,Unassigned,web,990,5839.14,36,235,182.36,404.52
Good Sessions,1/12/2025,Affiliates,web,5211,35990.29,259,2967,1768.44,2420.19
Good Sessions,1/12/2025,Direct,Android,270,828.8,5,212,50.98,32.92
Good Sessions,1/12/2025,Direct,iOS,13554,32205.56,258,12156,2130.13,1903.71
Good Sessions,1/12/2025,Direct,web,32286,50326.58,432,19322,3595.29,3427.5
Good Sessions,1/12/2025,Display,Android,31,0,0,19,0,0
Good Sessions,1/12/2025,Display,iOS,57,0,0,44,0,0
Good Sessions,1/12/2025,Display,web,155,0,0,39,0,0
Good Sessions,1/12/2025,Email,web,20560,53833.03,397,12086,2619.76,3563.59
Good Sessions,1/12/2025,Mobile Push Notifications,Android,720,2246.82,16,601,120.91,140.91
Good Sessions,1/12/2025,Mobile Push Notifications,iOS,5311,15843.87,104,4720,884.28,1028.97
Good Sessions,1/12/2025,Organic Search,Android,261,1645.52,16,229,129.87,104.4
Good Sessions,1/12/2025,Organic Search,web,19953,17470.55,137,14018,1212.83,1331.18
Good Sessions,1/12/2025,Organic Shopping,web,480,1117.18,15,315,165.87,83.9
Good Sessions,1/12/2025,Organic Social,Android,236,0,0,180,0,0
Good Sessions,1/12/2025,Organic Social,web,2014,756.47,9,1170,111.95,41.28
Good Sessions,1/12/2025,Organic Video,web,28,0,0,7,0,0
Good Sessions,1/12/2025,Paid Other,Android,5,0,0,4,0,0
Good Sessions,1/12/2025,Paid Other,iOS,40,0,0,35,0,0
Good Sessions,1/12/2025,Paid Other,web,14,0,0,5,0,0
Good Sessions,1/12/2025,Paid Search,Android,1413,3358.13,23,1171,179.82,201.4
Good Sessions,1/12/2025,Paid Search,iOS,1842,5128.99,41,1684,482.72,307.47
Good Sessions,1/12/2025,Paid Search,web,51927,94883.58,823,34741,6671.46,6459.1
Good Sessions,1/12/2025,Paid Social,web,44623,39446.85,346,20743,2423.83,2221.41
Good Sessions,1/12/2025,Paid Video,web,539,0,0,153,0,0
Good Sessions,1/12/2025,Referral,web,377,1019.3,6,229,49.83,90.58
Good Sessions,1/12/2025,SMS,web,21889,50899.65,405,12730,2888.54,3374.79
Good Sessions,1/12/2025,Unassigned,Android,160,0,0,0,0,0
Good Sessions,1/12/2025,Unassigned,iOS,398,956.98,8,1,49.95,41.37
Good Sessions,1/12/2025,Unassigned,web,1041,5023.25,34,225,246.83,327.96
Good Sessions,1/13/2025,Affiliates,web,4844,32672.95,226,2689,1632.88,2087
Good Sessions,1/13/2025,Direct,Android,217,1502.88,9,159,90.94,81.09
Good Sessions,1/13/2025,Direct,iOS,11576,28203.65,217,10357,1879.55,1741.4
Good Sessions,1/13/2025,Direct,web,29679,45852.2,375,17371,3426.31,3005.53
Good Sessions,1/13/2025,Display,Android,30,0,0,20,0,0
Good Sessions,1/13/2025,Display,iOS,28,0,0,24,0,0
Good Sessions,1/13/2025,Display,web,150,0,0,34,0,0
Good Sessions,1/13/2025,Email,web,19502,45453.38,333,11874,2076.93,3053.21
Good Sessions,1/13/2025,Mobile Push Notifications,Android,472,1375.13,10,404,90.94,76.46
Good Sessions,1/13/2025,Mobile Push Notifications,iOS,4256,10290.4,82,3893,697.4,637.04
Good Sessions,1/13/2025,Organic Search,Android,265,843.46,10,224,99.9,58.43
Good Sessions,1/13/2025,Organic Search,web,18405,17978.11,142,12820,1265.14,1353.44
Good Sessions,1/13/2025,Organic Shopping,web,467,468.13,6,305,49.95,20.12
Good Sessions,1/13/2025,Organic Social,Android,204,0,0,159,0,0
Good Sessions,1/13/2025,Organic Social,web,1726,4092.21,23,945,19.98,101.01
Good Sessions,1/13/2025,Organic Video,web,57,0,0,12,0,0
Good Sessions,1/13/2025,Paid Other,Android,9,75.23,1,7,9.99,5.25
Good Sessions,1/13/2025,Paid Other,iOS,52,379.19,3,49,19.98,15.99
Good Sessions,1/13/2025,Paid Other,web,17,0,0,10,0,0
Good Sessions,1/13/2025,Paid Search,Android,1173,2408.26,20,1003,202.84,154
Good Sessions,1/13/2025,Paid Search,iOS,1658,4840.47,35,1513,249.75,267.26
Good Sessions,1/13/2025,Paid Search,web,41302,71967.25,615,27004,5554.89,4915.84
Good Sessions,1/13/2025,Paid Social,web,38516,30636.29,259,17882,1907.39,1758.57
Good Sessions,1/13/2025,Paid Video,web,460,0,0,112,0,0
Good Sessions,1/13/2025,Referral,web,820,419.89,3,303,19.98,12.22
Good Sessions,1/13/2025,SMS,web,16658,36850.33,266,9201,1761.48,2573.24
Good Sessions,1/13/2025,Unassigned,Android,146,536.53,1,0,0,35.11
Good Sessions,1/13/2025,Unassigned,iOS,371,584.98,6,0,106.96,33.19
Good Sessions,1/13/2025,Unassigned,web,1015,4079.77,26,223,195.76,294.95
Good Sessions,1/14/2025,Affiliates,web,5117,31844.04,241,2778,2193.47,2248.64
Good Sessions,1/14/2025,Direct,Android,218,102.61,2,172,19.98,6.65
Good Sessions,1/14/2025,Direct,iOS,12384,29080.39,226,10968,1993.49,1730.49
Good Sessions,1/14/2025,Direct,web,30646,50614.89,409,18404,3292.86,3427.67
Good Sessions,1/14/2025,Display,Android,39,0,0,31,0,0
Good Sessions,1/14/2025,Display,iOS,53,106.47,1,48,9.99,8.11
Good Sessions,1/14/2025,Display,web,147,0,0,41,0,0
Good Sessions,1/14/2025,Email,web,21331,45927.31,352,13112,2503.59,3206.97
Good Sessions,1/14/2025,Mobile Push Notifications,Android,641,2169.69,16,510,109.89,137.17
Good Sessions,1/14/2025,Mobile Push Notifications,iOS,6269,14885.84,88,5573,821.41,932.5
Good Sessions,1/14/2025,Organic Search,Android,264,451.31,7,222,69.93,30.81
Good Sessions,1/14/2025,Organic Search,web,17543,22378.53,150,12503,1504.67,1955.42
Good Sessions,1/14/2025,Organic Shopping,web,462,145.37,2,277,19.98,4.74
Good Sessions,1/14/2025,Organic Social,Android,227,1758.75,4,171,83.99,131.42
Good Sessions,1/14/2025,Organic Social,web,2642,2140.23,19,1317,79.92,102.92
Good Sessions,1/14/2025,Organic Video,web,53,0,0,12,0,0
Good Sessions,1/14/2025,Paid Other,Android,3,0,0,3,0,0
Good Sessions,1/14/2025,Paid Other,iOS,51,0,0,46,0,0
Good Sessions,1/14/2025,Paid Other,web,21,0,0,11,0,0
Good Sessions,1/14/2025,Paid Search,Android,1289,3307.02,22,1094,180.85,226.91
Good Sessions,1/14/2025,Paid Search,iOS,1913,4324.78,41,1727,400.64,252.06
Good Sessions,1/14/2025,Paid Search,web,40894,75141.29,691,27487,6690.24,5174.79
Good Sessions,1/14/2025,Paid Social,web,38286,27026.89,239,18378,1526.58,1636.77
Good Sessions,1/14/2025,Paid Video,web,382,0,0,95,0,0
Good Sessions,1/14/2025,Referral,web,497,588.92,5,271,68.16,22.73
Good Sessions,1/14/2025,SMS,web,22068,42165.09,338,12974,2387.09,2697.15
Good Sessions,1/14/2025,Unassigned,Android,166,0,0,0,0,0
Good Sessions,1/14/2025,Unassigned,iOS,367,1109.6,8,0,74.93,79
Good Sessions,1/14/2025,Unassigned,web,1148,4572.41,30,188,222.97,337.27
Good Sessions,1/15/2025,Affiliates,web,4981,34274.28,240,2824,1881.49,2478.91
Good Sessions,1/15/2025,Direct,Android,238,865.34,6,194,62.98,63.25
Good Sessions,1/15/2025,Direct,iOS,11805,38505.82,304,10598,2577.83,2430.43
Good Sessions,1/15/2025,Direct,web,31744,51479.97,445,19303,3993.35,3390.65
Good Sessions,1/15/2025,Display,Android,24,0,0,19,0,0
Good Sessions,1/15/2025,Display,iOS,47,404.35,6,43,49.95,25.28
Good Sessions,1/15/2025,Display,web,192,0,0,42,0,0
Good Sessions,1/15/2025,Email,web,21656,44852.92,350,13131,2438.66,2997.06
Good Sessions,1/15/2025,Mobile Push Notifications,Android,453,1345.6,12,392,89.91,90.85
Good Sessions,1/15/2025,Mobile Push Notifications,iOS,4598,14231.76,113,4210,1047.16,881.4
Good Sessions,1/15/2025,Organic Search,Android,240,1065.83,9,213,59.94,59.99
Good Sessions,1/15/2025,Organic Search,web,17635,18570.9,153,12458,1586.7,1550.23
Good Sessions,1/15/2025,Organic Shopping,web,434,1196.19,12,273,99.9,81.29
Good Sessions,1/15/2025,Organic Social,Android,192,53.48,1,148,9.99,3.5
Good Sessions,1/15/2025,Organic Social,web,3991,1603.39,18,1690,84.92,63.86
Good Sessions,1/15/2025,Organic Video,web,67,0,0,12,0,0
Good Sessions,1/15/2025,Paid Other,Android,7,0,0,6,0,0
Good Sessions,1/15/2025,Paid Other,iOS,44,263.62,2,40,9.99,15.72
Good Sessions,1/15/2025,Paid Other,web,24,0,0,15,0,0
Good Sessions,1/15/2025,Paid Search,Android,1208,4934.69,33,1020,260.77,292.62
Good Sessions,1/15/2025,Paid Search,iOS,1759,5590.78,50,1628,576.6,345.25
Good Sessions,1/15/2025,Paid Search,web,46368,91279.95,811,30472,7597.56,6230.56
Good Sessions,1/15/2025,Paid Social,web,41558,35004.86,329,19388,2393.92,2111.29
Good Sessions,1/15/2025,Paid Video,web,340,0,0,90,0,0
Good Sessions,1/15/2025,Payment Redirects,web,1,0,0,1,0,0
Good Sessions,1/15/2025,Referral,web,467,1205.26,5,284,64.86,220.38
Good Sessions,1/15/2025,SMS,web,22965,43281.59,330,12447,2349.13,2942.4
Good Sessions,1/15/2025,Unassigned,Android,136,439.1,2,0,9.99,21.02
Good Sessions,1/15/2025,Unassigned,iOS,419,445.73,6,0,59.94,32.16
Good Sessions,1/15/2025,Unassigned,web,1135,4402.58,26,177,150.88,257.32
Good Sessions,1/16/2025,Affiliates,web,4967,34960.41,269,2940,2287.13,2244.48
Good Sessions,1/16/2025,Direct,Android,234,280.12,2,171,9.99,17.78
Good Sessions,1/16/2025,Direct,iOS,12782,35584.85,299,11364,2690.74,2229.08
Good Sessions,1/16/2025,Direct,web,30876,53089.97,444,18473,3777.04,4053.55
Good Sessions,1/16/2025,Display,Android,31,0,0,19,0,0
Good Sessions,1/16/2025,Display,iOS,55,475.32,4,51,29.97,28.87
Good Sessions,1/16/2025,Display,web,501,0,0,40,0,0
Good Sessions,1/16/2025,Email,web,25600,54003.51,396,15968,3068.39,3874.82
Good Sessions,1/16/2025,Mobile Push Notifications,Android,626,3042.07,20,532,130.9,189.98
Good Sessions,1/16/2025,Mobile Push Notifications,iOS,6727,17503.47,116,6015,903.23,1078.32
Good Sessions,1/16/2025,Organic Search,Android,249,596.54,7,217,59.94,27.14
Good Sessions,1/16/2025,Organic Search,web,17717,20002.25,151,12746,1268.48,1324.36
Good Sessions,1/16/2025,Organic Shopping,web,413,606.75,5,264,50.98,57.28
Good Sessions,1/16/2025,Organic Social,Android,198,125.27,1,160,9.99,7.35
Good Sessions,1/16/2025,Organic Social,web,3678,3099.1,21,1584,94.91,180.99
Good Sessions,1/16/2025,Organic Video,web,67,0,0,7,0,0
Good Sessions,1/16/2025,Paid Other,Android,7,0,0,7,0,0
Good Sessions,1/16/2025,Paid Other,iOS,57,156.89,2,49,40.99,6.42
Good Sessions,1/16/2025,Paid Other,web,23,0,0,15,0,0
Good Sessions,1/16/2025,Paid Search,Android,1470,4703.25,35,1237,282.76,275.32
Good Sessions,1/16/2025,Paid Search,iOS,1938,5138.06,40,1771,274.73,275.87
Good Sessions,1/16/2025,Paid Search,web,44001,95989.12,830,29363,7202.34,6680.2
Good Sessions,1/16/2025,Paid Social,web,42360,34082.47,314,19519,2060.99,1887.8
Good Sessions,1/16/2025,Paid Video,web,405,91.97,1,94,9.99,10.81
Good Sessions,1/16/2025,Payment Redirects,web,1,0,0,1,0,0
Good Sessions,1/16/2025,Referral,web,401,49.99,1,248,9.99,0
Good Sessions,1/16/2025,SMS,web,19689,41277.37,296,10215,1897.36,2678.65
Good Sessions,1/16/2025,Unassigned,Android,144,429.07,1,0,0,33.15
Good Sessions,1/16/2025,Unassigned,iOS,445,739.64,5,0,50.98,34.49
Good Sessions,1/16/2025,Unassigned,web,904,2304.93,24,199,194.73,194.33
Good Sessions,1/17/2025,Affiliates,web,5083,42218.7,308,3034,2161.09,2902.16
Good Sessions,1/17/2025,Direct,Android,232,1060.27,7,170,39.96,63.22
Good Sessions,1/17/2025,Direct,iOS,12770,45139.36,371,11365,3230.17,2777.75
Good Sessions,1/17/2025,Direct,web,29666,58653.49,510,18175,4047.08,4182.15
Good Sessions,1/17/2025,Display,Android,18,0,0,12,0,0
Good Sessions,1/17/2025,Display,iOS,50,129.85,2,44,19.98,0.9
Good Sessions,1/17/2025,Display,web,269,0,0,47,0,0
Good Sessions,1/17/2025,Email,web,22445,57915.26,467,13486,3131.22,3760.16
Good Sessions,1/17/2025,Mobile Push Notifications,Android,615,1800.89,14,507,119.88,105.84
Good Sessions,1/17/2025,Mobile Push Notifications,iOS,6190,18526.4,150,5371,1168.94,1083.22
Good Sessions,1/17/2025,Organic Search,Android,248,1224.19,10,206,79.92,78.17
Good Sessions,1/17/2025,Organic Search,web,17326,21917.79,174,12264,1390.29,1545.41
Good Sessions,1/17/2025,Organic Shopping,web,391,522.24,8,235,79.92,22.56
Good Sessions,1/17/2025,Organic Social,Android,193,203.75,3,151,29.97,11.87
Good Sessions,1/17/2025,Organic Social,web,2461,1974.75,19,1265,59.94,57.71
Good Sessions,1/17/2025,Organic Video,web,34,0,0,6,0,0
Good Sessions,1/17/2025,Paid Other,Android,3,0,0,3,0,0
Good Sessions,1/17/2025,Paid Other,iOS,37,0,0,37,0,0
Good Sessions,1/17/2025,Paid Other,web,13,0,0,4,0,0
Good Sessions,1/17/2025,Paid Search,Android,1391,5369.04,43,1161,341.72,330.06
Good Sessions,1/17/2025,Paid Search,iOS,1800,7423.26,61,1622,638.54,427.14
Good Sessions,1/17/2025,Paid Search,web,46766,98892.67,908,30150,7684.63,6557.17
Good Sessions,1/17/2025,Paid Social,web,44887,41336.63,376,21345,2749.69,2467.13
Good Sessions,1/17/2025,Paid Video,web,487,0,0,121,0,0
Good Sessions,1/17/2025,Referral,web,320,640.17,4,208,9.99,85.42
Good Sessions,1/17/2025,SMS,web,18787,46678.42,402,10288,2791.36,3268.5
Good Sessions,1/17/2025,Unassigned,Android,142,547.17,3,0,19.98,39.57
Good Sessions,1/17/2025,Unassigned,iOS,420,1452.82,9,0,49.95,92.05
Good Sessions,1/17/2025,Unassigned,web,1184,4189.56,32,189,227.82,251.92
Good Sessions,1/18/2025,Affiliates,web,5273,41003.34,296,2910,2049.94,2701.65
Good Sessions,1/18/2025,Direct,Android,250,1108.64,9,189,59.94,79.67
Good Sessions,1/18/2025,Direct,iOS,13507,39123.32,331,12108,2717.55,2436.2
Good Sessions,1/18/2025,Direct,web,31299,64934.96,541,19026,4409.09,4480.54
Good Sessions,1/18/2025,Display,Android,38,0,0,30,0,0
Good Sessions,1/18/2025,Display,iOS,54,52.38,1,47,9.99,2.4
Good Sessions,1/18/2025,Display,web,219,0,0,45,0,0
Good Sessions,1/18/2025,Email,web,20449,60550.06,507,11596,3418.82,4005.19
Good Sessions,1/18/2025,Mobile Push Notifications,Android,689,2293.67,18,586,139.86,153.23
Good Sessions,1/18/2025,Mobile Push Notifications,iOS,5595,17041.03,146,5019,1185.88,1053.8
Good Sessions,1/18/2025,Organic Search,Android,288,894.57,10,250,89.91,56.08
Good Sessions,1/18/2025,Organic Search,web,17668,19891.67,163,12420,1301.05,1952.94
Good Sessions,1/18/2025,Organic Shopping,web,468,1337.96,14,301,119.89,99.32
Good Sessions,1/18/2025,Organic Social,Android,224,170.69,1,181,9.99,11.16
Good Sessions,1/18/2025,Organic Social,web,2407,2143.18,19,1344,59.94,102.01
Good Sessions,1/18/2025,Organic Video,web,48,0,0,7,0,0
Good Sessions,1/18/2025,Paid Other,Android,1,0,0,1,0,0
Good Sessions,1/18/2025,Paid Other,iOS,40,218.08,3,36,29.97,15.18
Good Sessions,1/18/2025,Paid Other,web,20,0,0,12,0,0
Good Sessions,1/18/2025,Paid Search,Android,1545,4448.39,35,1294,300.73,275.25
Good Sessions,1/18/2025,Paid Search,iOS,1944,6708.09,57,1758,466.6,374.21
Good Sessions,1/18/2025,Paid Search,web,51728,100229.03,938,33096,7799.06,6898.57
Good Sessions,1/18/2025,Paid Social,web,51851,43574.32,386,23143,2555.62,2517.79
Good Sessions,1/18/2025,Paid Video,web,501,0,0,134,0,0
Good Sessions,1/18/2025,Referral,web,344,643.71,6,221,106.31,181.42
Good Sessions,1/18/2025,SMS,web,17441,58065.48,487,9778,3405.88,4158.85
Good Sessions,1/18/2025,Unassigned,Android,198,986.05,5,0,29.97,57.67
Good Sessions,1/18/2025,Unassigned,iOS,414,1397.61,12,0,99.9,96.39
Good Sessions,1/18/2025,Unassigned,web,1036,4647.72,31,178,211.86,334.95
Good Sessions,1/19/2025,Affiliates,web,5001,34754.13,260,2784,1827.39,2350.36
Good Sessions,1/19/2025,Direct,Android,252,37.95,1,196,9.99,2.89
Good Sessions,1/19/2025,Direct,iOS,14737,36260.02,310,13179,2667.62,2206.32
Good Sessions,1/19/2025,Direct,web,33454,61455.01,484,20657,4054.72,4313.12
Good Sessions,1/19/2025,Display,Android,29,0,0,22,0,0
Good Sessions,1/19/2025,Display,iOS,61,36.1,1,51,9.99,2.12
Good Sessions,1/19/2025,Display,web,166,0,0,40,0,0
Good Sessions,1/19/2025,Email,web,17191,47281.37,366,10209,2412.32,3200.69
Good Sessions,1/19/2025,Mobile Push Notifications,Android,623,2169.67,21,496,179.82,146.62
Good Sessions,1/19/2025,Mobile Push Notifications,iOS,6289,18741.1,143,5536,1157.97,1145.87
Good Sessions,1/19/2025,Organic Search,Android,311,470.82,5,262,44.96,28.41
Good Sessions,1/19/2025,Organic Search,web,18608,18665.91,144,13285,1149.68,1316.39
Good Sessions,1/19/2025,Organic Shopping,web,493,496.41,7,310,74.93,42.78
Good Sessions,1/19/2025,Organic Social,Android,210,0,0,162,0,0
Good Sessions,1/19/2025,Organic Social,web,4177,1995.01,20,2136,84.92,92.02
Good Sessions,1/19/2025,Organic Video,web,49,0,0,3,0,0
Good Sessions,1/19/2025,Paid Other,Android,1,0,0,1,0,0
Good Sessions,1/19/2025,Paid Other,iOS,48,0,0,44,0,0
Good Sessions,1/19/2025,Paid Other,web,14,0,0,9,0,0
Good Sessions,1/19/2025,Paid Search,Android,1466,5055.57,38,1250,274.73,331.96
Good Sessions,1/19/2025,Paid Search,iOS,1993,4111.37,37,1794,331.73,179.13
Good Sessions,1/19/2025,Paid Search,web,49017,91411.7,810,32723,6751.33,6190.58
Good Sessions,1/19/2025,Paid Social,web,65149,42468.51,369,29943,2449.73,2628.81
Good Sessions,1/19/2025,Paid Video,web,445,0,0,113,0,0
Good Sessions,1/19/2025,Referral,web,299,486.66,2,200,32.45,0
Good Sessions,1/19/2025,SMS,web,16043,39883.18,334,9013,2355.89,2702.57
Good Sessions,1/19/2025,Unassigned,Android,145,240.73,1,0,0,23.36
Good Sessions,1/19/2025,Unassigned,iOS,463,967.53,7,1,39.96,70.36
Good Sessions,1/19/2025,Unassigned,web,962,3068.27,22,188,145.89,197.36
Good Sessions,1/20/2025,Affiliates,web,5226,30882.08,225,2992,1763.69,1841.36
Good Sessions,1/20/2025,Direct,Android,211,459.09,4,144,19.98,21.14
Good Sessions,1/20/2025,Direct,iOS,12749,25205.78,197,11429,1656.61,1561.95
Good Sessions,1/20/2025,Direct,web,32892,42753.98,351,19780,2878.46,2984.33
Good Sessions,1/20/2025,Display,Android,19,147.67,1,16,31,8.69
Good Sessions,1/20/2025,Display,iOS,45,61.34,1,38,9.99,3.36
Good Sessions,1/20/2025,Display,web,199,47.99,1,43,9.99,4.78
Good Sessions,1/20/2025,Email,web,16188,31778.12,240,9481,1738.34,1989.28
Good Sessions,1/20/2025,Mobile Push Notifications,Android,428,1295.35,11,367,89.91,74.92
Good Sessions,1/20/2025,Mobile Push Notifications,iOS,4513,12810.96,89,4058,727.38,808.7
Good Sessions,1/20/2025,Organic Search,Android,270,1389.9,10,239,107.94,65.66
Good Sessions,1/20/2025,Organic Search,web,16998,14830.36,111,12088,972.32,1087.14
Good Sessions,1/20/2025,Organic Shopping,web,462,449.52,5,296,29.97,12.68
Good Sessions,1/20/2025,Organic Social,Android,180,0,0,135,0,0
Good Sessions,1/20/2025,Organic Social,web,2412,1273.62,10,1371,29.97,60.16
Good Sessions,1/20/2025,Organic Video,web,42,0,0,7,0,0
Good Sessions,1/20/2025,Paid Other,Android,2,0,0,2,0,0
Good Sessions,1/20/2025,Paid Other,iOS,51,0,0,44,0,0
Good Sessions,1/20/2025,Paid Other,web,18,0,0,9,0,0
Good Sessions,1/20/2025,Paid Search,Android,1257,4635.9,25,1047,233.84,315.49
Good Sessions,1/20/2025,Paid Search,iOS,1776,3081.89,26,1633,251.81,228.54
Good Sessions,1/20/2025,Paid Search,web,43026,74173.48,627,28930,5799.75,5141.99
Good Sessions,1/20/2025,Paid Shopping,web,1,0,0,0,0,0
Good Sessions,1/20/2025,Paid Social,web,56666,33272.44,263,26716,1630.45,2071.63
Good Sessions,1/20/2025,Paid Video,web,472,0,0,122,0,0
Good Sessions,1/20/2025,Referral,web,349,846.72,5,216,73.19,18.36
Good Sessions,1/20/2025,SMS,web,15473,27626.9,209,8892,1537.76,1763.94
Good Sessions,1/20/2025,Unassigned,Android,153,840.07,3,0,9.99,45.09
Good Sessions,1/20/2025,Unassigned,iOS,367,1229.49,7,6,29.97,66.79
Good Sessions,1/20/2025,Unassigned,web,989,3726.25,25,180,139.87,286.71
Good Sessions,1/21/2025,Affiliates,web,5887,32207.05,226,3377,1887.09,2180.63
Good Sessions,1/21/2025,Direct,Android,190,655.83,5,141,29.97,35.53
Good Sessions,1/21/2025,Direct,iOS,11619,24717.93,204,10456,1679.48,1507.76
