Segment,Date,Session Custom Channel Group,Platform,Sessions,Total revenue,Purchases,Engaged sessions,Shipping amount,Tax amount
Good Sessions,12/30/2024,Affiliates,web,5947,32643.98,229,3600,1698.11,2181.64
Good Sessions,12/30/2024,Direct,Android,304,1170.31,9,230,59.94,73.15
Good Sessions,12/30/2024,Direct,iOS,14835,44866.61,359,13305,3254.29,2855.51
Good Sessions,12/30/2024,Direct,web,36889,48665.67,410,21811,3564.48,3736.09
Good Sessions,12/30/2024,Display,Android,15,0,0,15,0,0
Good Sessions,12/30/2024,Display,iOS,55,198.46,1,50,0,11.17
Good Sessions,12/30/2024,Display,web,819,0,0,228,0,0
Good Sessions,12/30/2024,Email,web,27494,53036.5,391,18273,2938.99,3422.8
Good Sessions,12/30/2024,Mobile Push Notifications,Android,798,2540.5,15,664,59.94,150.66
Good Sessions,12/30/2024,Mobile Push Notifications,iOS,5859,15945.61,123,5221,1094.08,1009.49
Good Sessions,12/30/2024,Organic Search,Android,263,1076.21,6,221,39.96,74.79
Good Sessions,12/30/2024,Organic Search,web,15745,20129.24,163,10988,1495.03,1564.19
Good Sessions,12/30/2024,Organic Shopping,web,481,1369.27,17,333,154.85,92.89
Good Sessions,12/30/2024,Organic Social,Android,315,101.73,1,244,9.99,7.75
Good Sessions,12/30/2024,Organic Social,web,3695,3028.15,23,2056,197.77,163.64
Good Sessions,12/30/2024,Organic Video,web,7,0,0,3,0,0
Good Sessions,12/30/2024,Paid Other,iOS,43,175.01,3,40,29.97,7.45
Good Sessions,12/30/2024,Paid Other,web,17,0,0,10,0,0
Good Sessions,12/30/2024,Paid Search,Android,1439,4836.61,34,1189,310.78,271.06
Good Sessions,12/30/2024,Paid Search,iOS,1750,5698.35,41,1608,362.7,357.54
Good Sessions,12/30/2024,Paid Search,web,58528,99640.97,854,40015,8073.24,6889.48
Good Sessions,12/30/2024,Paid Social,web,51490,33159,263,28077,2022.22,1968.28
Good Sessions,12/30/2024,Paid Video,web,82,0,0,22,0,0
Good Sessions,12/30/2024,Referral,web,436,1296.42,10,268,155.85,300.46
Good Sessions,12/30/2024,SMS,web,24203,36220.31,280,14861,2009.37,2413.96
Good Sessions,12/30/2024,Unassigned,Android,184,716.64,3,0,19.98,46.5
Good Sessions,12/30/2024,Unassigned,iOS,508,1028.49,8,1,49.95,78.05
Good Sessions,12/30/2024,Unassigned,web,2526,6700.42,46,240,322.77,584.03
Good Sessions,12/31/2024,Affiliates,web,4619,31502.94,227,2908,1663.84,2112.75
Good Sessions,12/31/2024,Direct,Android,295,836.23,6,213,29.97,61.44
Good Sessions,12/31/2024,Direct,iOS,12908,41067.01,323,11444,2568.69,2598.58
Good Sessions,12/31/2024,Direct,web,30111,52562.47,416,17441,3277.66,3833.37
Good Sessions,12/31/2024,Display,Android,30,289.96,1,19,31,18.97
Good Sessions,12/31/2024,Display,iOS,22,0,0,18,0,0
Good Sessions,12/31/2024,Display,web,488,0,0,145,0,0
Good Sessions,12/31/2024,Email,web,27536,63589.51,434,18154,2731.65,4624.39
Good Sessions,12/31/2024,Mobile Push Notifications,Android,804,3380.33,24,671,174.83,202.7
Good Sessions,12/31/2024,Mobile Push Notifications,iOS,5303,17869.49,121,4806,823.26,1119.38
Good Sessions,12/31/2024,Organic Search,Android,284,1462.79,11,250,69.93,98.31
Good Sessions,12/31/2024,Organic Search,web,13046,21519.02,145,8919,1198.75,1279.4
Good Sessions,12/31/2024,Organic Shopping,web,495,479.93,9,338,89.91,28.79
Good Sessions,12/31/2024,Organic Social,Android,303,0,0,225,0,0
Good Sessions,12/31/2024,Organic Social,web,2174,2297.42,14,1450,49.95,165.43
Good Sessions,12/31/2024,Organic Video,web,17,0,0,4,0,0
Good Sessions,12/31/2024,Paid Other,Android,3,94.46,1,3,9.99,8.49
Good Sessions,12/31/2024,Paid Other,iOS,47,106.77,1,43,9.99,8.4
Good Sessions,12/31/2024,Paid Other,web,15,0,0,7,0,0
Good Sessions,12/31/2024,Paid Search,Android,1293,4276.86,27,1063,179.82,204.07
Good Sessions,12/31/2024,Paid Search,iOS,1540,5443.62,47,1406,364.64,351.72
Good Sessions,12/31/2024,Paid Search,web,38755,81778.31,721,26628,6318.98,5578.81
Good Sessions,12/31/2024,Paid Social,web,47444,31006.24,240,22989,1582.65,1890.07
Good Sessions,12/31/2024,Paid Video,web,123,0,0,42,0,0
Good Sessions,12/31/2024,Referral,web,323,1432.07,6,204,52.72,41.06
Good Sessions,12/31/2024,SMS,web,19613,42605.34,328,11306,2269.97,2786.82
Good Sessions,12/31/2024,Unassigned,Android,170,337.76,2,0,9.99,8.52
Good Sessions,12/31/2024,Unassigned,iOS,480,1105.98,8,0,59.94,57.57
Good Sessions,12/31/2024,Unassigned,web,2304,6822.17,45,221,323.51,549.57
Good Sessions,1/1/2025,Affiliates,web,5152,59409.7,377,3717,2438.4,3808.61
Good Sessions,1/1/2025,Audio,web,1,0,0,0,0,0
Good Sessions,1/1/2025,Direct,Android,297,1250.4,9,231,74.93,50.38
Good Sessions,1/1/2025,Direct,iOS,14756,49194.53,359,13164,2856.47,2929.78
Good Sessions,1/1/2025,Direct,web,36578,80575.35,614,21868,4765.35,5494.51
Good Sessions,1/1/2025,Display,Android,24,0,0,20,0,0
Good Sessions,1/1/2025,Display,iOS,60,244.18,2,50,9.99,14.68
Good Sessions,1/1/2025,Display,web,320,0,0,107,0,0
Good Sessions,1/1/2025,Email,web,26897,101512.91,624,18724,3516.54,6594.62
Good Sessions,1/1/2025,Mobile Push Notifications,Android,624,5526.08,31,569,149.85,360.75
Good Sessions,1/1/2025,Mobile Push Notifications,iOS,5347,26912.51,164,5020,1089.08,1713.11
Good Sessions,1/1/2025,Organic Search,Android,285,1317.38,10,245,131.93,72.35
Good Sessions,1/1/2025,Organic Search,web,15714,25421.38,183,10855,1346.64,1911.39
Good Sessions,1/1/2025,Organic Shopping,web,464,622.2,8,348,69.93,43.9
Good Sessions,1/1/2025,Organic Social,Android,320,291.74,3,260,29.97,20.65
Good Sessions,1/1/2025,Organic Social,web,2529,2986.26,18,1682,54.95,130.14
Good Sessions,1/1/2025,Organic Video,web,21,0,0,12,0,0
Good Sessions,1/1/2025,Paid Other,Android,2,0,0,1,0,0
Good Sessions,1/1/2025,Paid Other,iOS,41,115.22,1,36,14.99,8.28
Good Sessions,1/1/2025,Paid Other,web,4,0,0,3,0,0
Good Sessions,1/1/2025,Paid Search,Android,1245,5832.58,37,1054,199.8,369.63
Good Sessions,1/1/2025,Paid Search,iOS,1682,7529.86,40,1571,261.8,433.82
Good Sessions,1/1/2025,Paid Search,web,53297,127954.5,1007,37290,7931.85,8300.83
Good Sessions,1/1/2025,Paid Social,web,51372,46178.1,329,25308,2266.05,2825.33
Good Sessions,1/1/2025,Paid Video,web,78,0,0,14,0,0
Good Sessions,1/1/2025,Referral,web,289,1265.44,12,183,186.44,83.4
Good Sessions,1/1/2025,SMS,web,16218,72691.82,460,9969,2568.7,4818.82
Good Sessions,1/1/2025,Unassigned,Android,163,163.14,1,0,0,9.96
Good Sessions,1/1/2025,Unassigned,iOS,492,1712.6,11,0,49.95,119.58
Good Sessions,1/1/2025,Unassigned,web,2472,6805.49,54,269,322.3,445.26
Good Sessions,1/2/2025,Affiliates,web,5339,37304.82,250,3284,1844.59,2517.18
Good Sessions,1/2/2025,Direct,Android,299,914.81,6,230,39.96,43.69
Good Sessions,1/2/2025,Direct,iOS,15074,42878.49,362,13578,3169.34,2493.72
Good Sessions,1/2/2025,Direct,web,35757,57221.18,496,22214,4144.77,3798.53
Good Sessions,1/2/2025,Display,Android,27,63.21,1,23,9.99,5.23
Good Sessions,1/2/2025,Display,iOS,40,0,0,32,0,0
Good Sessions,1/2/2025,Display,web,1025,0,0,184,0,0
Good Sessions,1/2/2025,Email,web,29555,49925.86,360,18541,2468.01,3246.57
Good Sessions,1/2/2025,Mobile Push Notifications,Android,826,3588.26,19,696,119.88,227.03
Good Sessions,1/2/2025,Mobile Push Notifications,iOS,5831,16482.69,117,5258,1013.18,1014.63
Good Sessions,1/2/2025,Organic Search,Android,286,701.03,7,251,74.93,45.65
Good Sessions,1/2/2025,Organic Search,web,16419,21232.51,153,11192,1193.97,1545.29
Good Sessions,1/2/2025,Organic Shopping,web,488,851.1,11,307,132.91,67.46
Good Sessions,1/2/2025,Organic Social,Android,293,0,0,240,0,0
Good Sessions,1/2/2025,Organic Social,web,3326,1564.6,13,1795,89.93,114.86
Good Sessions,1/2/2025,Organic Video,web,9,0,0,0,0,0
Good Sessions,1/2/2025,Paid Other,Android,1,0,0,1,0,0
Good Sessions,1/2/2025,Paid Other,iOS,49,0,0,44,0,0
Good Sessions,1/2/2025,Paid Other,web,3,0,0,1,0,0
Good Sessions,1/2/2025,Paid Search,Android,1388,2964.5,21,1164,213.86,158.14
Good Sessions,1/2/2025,Paid Search,iOS,1820,4561.51,37,1648,234.77,252.86
Good Sessions,1/2/2025,Paid Search,web,54010,95280.7,845,35724,7366.93,6453.51
Good Sessions,1/2/2025,Paid Social,web,62312,38947.94,311,29598,2196.06,2526.09
Good Sessions,1/2/2025,Paid Video,web,92,0,0,15,0,0
Good Sessions,1/2/2025,Referral,web,423,460.5,4,267,51.94,54.55
Good Sessions,1/2/2025,SMS,web,18094,37769.57,272,9895,1937.37,2586.21
Good Sessions,1/2/2025,Unassigned,Android,167,48.8,1,0,9.99,3.62
Good Sessions,1/2/2025,Unassigned,iOS,541,1333.49,8,0,59.94,85.57
Good Sessions,1/2/2025,Unassigned,web,1549,4985.57,37,246,291.09,437.31
Good Sessions,1/3/2025,Affiliates,web,4952,48640.42,317,3285,2032.51,2909.95
Good Sessions,1/3/2025,Direct,Android,297,1008.3,8,225,64.94,41.29
Good Sessions,1/3/2025,Direct,iOS,15392,40725.41,316,13967,2717.69,2510.71
Good Sessions,1/3/2025,Direct,web,34777,72839.51,598,20827,5235.41,5130.56
Good Sessions,1/3/2025,Display,Android,33,0,0,27,0,0
Good Sessions,1/3/2025,Display,iOS,47,158.3,1,38,0,7.54
Good Sessions,1/3/2025,Display,web,1285,0,0,180,0,0
Good Sessions,1/3/2025,Email,web,28504,68431.19,525,17623,3703.94,4693.53
Good Sessions,1/3/2025,Mobile Push Notifications,Android,878,1491.82,13,748,120.91,57.85
Good Sessions,1/3/2025,Mobile Push Notifications,iOS,7482,17653.58,130,6702,1084.04,1067.65
Good Sessions,1/3/2025,Organic Search,Android,260,918.61,10,226,100.93,59.83
Good Sessions,1/3/2025,Organic Search,web,15260,23488.79,170,10475,1516.8,2486.25
Good Sessions,1/3/2025,Organic Shopping,web,498,1612.86,19,323,169.84,125.04
Good Sessions,1/3/2025,Organic Social,Android,312,196.63,2,245,19.98,14.69
Good Sessions,1/3/2025,Organic Social,web,2760,1520.81,15,1398,124.88,103.43
Good Sessions,1/3/2025,Organic Video,web,8,0,0,1,0,0
Good Sessions,1/3/2025,Paid Other,Android,1,0,0,0,0,0
Good Sessions,1/3/2025,Paid Other,iOS,49,294.73,3,43,29.97,20.83
Good Sessions,1/3/2025,Paid Other,web,3,0,0,2,0,0
Good Sessions,1/3/2025,Paid Search,Android,1374,4343.68,31,1154,204.8,244.65
Good Sessions,1/3/2025,Paid Search,iOS,1986,5361,50,1823,440.59,302.9
Good Sessions,1/3/2025,Paid Search,web,54268,108522.26,948,35851,8329.36,6946.54
Good Sessions,1/3/2025,Paid Social,web,49516,28708.62,243,20429,1634.43,1744.67
Good Sessions,1/3/2025,Paid Video,iOS,1,41.81,1,1,9.99,2.32
Good Sessions,1/3/2025,Paid Video,web,86,0,0,12,0,0
Good Sessions,1/3/2025,Referral,web,420,550.03,4,264,9.99,18.27
Good Sessions,1/3/2025,SMS,web,17555,47843.78,349,9717,2244.95,3105.54
Good Sessions,1/3/2025,Unassigned,Android,172,61.34,1,0,9.99,3.36
Good Sessions,1/3/2025,Unassigned,iOS,570,1492.47,10,0,59.94,94.24
Good Sessions,1/3/2025,Unassigned,web,1113,2789.08,24,222,210.82,181.71
Good Sessions,1/4/2025,Affiliates,web,4403,39334.62,278,2971,1871.42,2347.53
Good Sessions,1/4/2025,Direct,Android,279,803.33,8,219,69.93,30.82
Good Sessions,1/4/2025,Direct,iOS,13959,31064.84,264,12378,2130.97,1928.35
Good Sessions,1/4/2025,Direct,web,33326,52075.36,416,20136,3440.77,3569.55
Good Sessions,1/4/2025,Display,Android,18,116.14,1,14,9.99,8.85
Good Sessions,1/4/2025,Display,iOS,50,0,0,43,0,0
Good Sessions,1/4/2025,Display,web,1016,0,0,141,0,0
Good Sessions,1/4/2025,Email,web,28662,66769.86,504,17331,3694.12,4264.36
Good Sessions,1/4/2025,Mobile Push Notifications,Android,830,1584.16,16,682,129.87,96.82
Good Sessions,1/4/2025,Mobile Push Notifications,iOS,5911,15581.75,121,5385,1026.06,984.91
Good Sessions,1/4/2025,Organic Search,Android,266,615.49,6,229,54.95,41.31
Good Sessions,1/4/2025,Organic Search,web,15296,19395.19,133,10407,1027.34,1355.21
Good Sessions,1/4/2025,Organic Shopping,web,511,554.34,6,332,49.95,36.89
Good Sessions,1/4/2025,Organic Social,Android,320,0,0,257,0,0
Good Sessions,1/4/2025,Organic Social,web,2180,1902.01,14,1231,104.9,136.2
Good Sessions,1/4/2025,Organic Video,web,8,0,0,0,0,0
Good Sessions,1/4/2025,Paid Other,Android,1,0,0,1,0,0
Good Sessions,1/4/2025,Paid Other,iOS,50,0,0,41,0,0
Good Sessions,1/4/2025,Paid Other,web,6,0,0,1,0,0
Good Sessions,1/4/2025,Paid Search,Android,1393,5189.68,36,1158,316.75,321.27
Good Sessions,1/4/2025,Paid Search,iOS,1749,5800.12,40,1601,316.75,331.18
Good Sessions,1/4/2025,Paid Search,web,44609,85054.74,723,29451,6036.02,5646.74
Good Sessions,1/4/2025,Paid Social,web,45754,29791.85,227,19164,1459.57,1648.76
Good Sessions,1/4/2025,Paid Video,web,80,0,0,10,0,0
Good Sessions,1/4/2025,Referral,web,415,578.52,5,238,81.53,108.92
Good Sessions,1/4/2025,SMS,web,20002,44623.18,317,11678,1951.19,2856.54
Good Sessions,1/4/2025,Unassigned,Android,173,0,0,0,0,0
Good Sessions,1/4/2025,Unassigned,iOS,528,1090.77,8,0,49.95,70.11
Good Sessions,1/4/2025,Unassigned,web,1007,5957.06,36,205,221.72,414
Good Sessions,1/5/2025,Affiliates,web,4794,35381.73,267,3165,1977.74,2238.39
Good Sessions,1/5/2025,Direct,Android,291,1808.04,9,217,59.94,120.59
Good Sessions,1/5/2025,Direct,iOS,13795,38512.17,281,12383,2188.09,2317.56
Good Sessions,1/5/2025,Direct,web,33350,50602.11,440,20001,3802.72,3638.92
Good Sessions,1/5/2025,Display,Android,24,116.02,1,18,9.99,6.05
Good Sessions,1/5/2025,Display,iOS,46,0,0,40,0,0
Good Sessions,1/5/2025,Display,web,264,0,0,44,0,0
Good Sessions,1/5/2025,Email,web,22526,54489.66,396,13650,2427.08,3667.82
Good Sessions,1/5/2025,Mobile Push Notifications,Android,710,2002.31,16,581,139.86,90.42
Good Sessions,1/5/2025,Mobile Push Notifications,iOS,5533,13667.84,104,4949,809.22,816.22
Good Sessions,1/5/2025,Organic Search,Android,263,658.4,4,218,19.98,28.83
Good Sessions,1/5/2025,Organic Search,web,14708,16343.88,140,10110,1270.67,1065.29
Good Sessions,1/5/2025,Organic Shopping,web,537,476.02,9,320,84.92,32.43
Good Sessions,1/5/2025,Organic Social,Android,350,262.32,2,286,9.99,16.37
Good Sessions,1/5/2025,Organic Social,web,2432,1341.67,13,1402,106.02,125.71
Good Sessions,1/5/2025,Organic Video,web,10,0,0,1,0,0
Good Sessions,1/5/2025,Paid Other,Android,2,0,0,2,0,0
Good Sessions,1/5/2025,Paid Other,iOS,42,0,0,41,0,0
Good Sessions,1/5/2025,Paid Other,web,15,0,0,9,0,0
Good Sessions,1/5/2025,Paid Search,Android,1282,2917.83,21,1070,144.86,142.5
Good Sessions,1/5/2025,Paid Search,iOS,1645,7455.48,55,1497,484.62,458.15
Good Sessions,1/5/2025,Paid Search,web,71305,104521.65,943,46398,8128.56,6955.23
Good Sessions,1/5/2025,Paid Social,web,46864,27832.35,221,20391,1579.58,1745.51
Good Sessions,1/5/2025,Paid Video,web,66,150.26,1,14,0,10.52
Good Sessions,1/5/2025,Referral,web,416,1325.08,6,232,112.24,67.02
Good Sessions,1/5/2025,SMS,web,14904,39640.17,275,8241,1911.46,2599.08
Good Sessions,1/5/2025,Unassigned,Android,197,0,0,0,0,0
Good Sessions,1/5/2025,Unassigned,iOS,443,378.55,6,1,49.95,22.7
Good Sessions,1/5/2025,Unassigned,web,1070,5233.9,33,208,269.62,489.14
Good Sessions,1/6/2025,Affiliates,web,3846,32783.78,215,2610,1752.61,2220.59
Good Sessions,1/6/2025,Direct,Android,267,1444.19,10,210,69.93,70.98
Good Sessions,1/6/2025,Direct,iOS,12411,28331.9,221,11105,1844.37,1746.84
Good Sessions,1/6/2025,Direct,web,31475,39053.26,351,18240,3328.58,2815.31
Good Sessions,1/6/2025,Display,Android,24,104.2,2,22,19.98,7.56
Good Sessions,1/6/2025,Display,iOS,47,0,0,40,0,0
Good Sessions,1/6/2025,Display,web,259,0,0,46,0,0
Good Sessions,1/6/2025,Email,web,21270,45016.21,307,13731,2134.07,2761.37
Good Sessions,1/6/2025,Mobile Push Notifications,Android,541,1443.36,11,466,79.92,91.22
Good Sessions,1/6/2025,Mobile Push Notifications,iOS,4507,12666.88,79,4107,546.53,815.44
Good Sessions,1/6/2025,Organic Search,Android,229,813.49,23,196,224.78,7.34
Good Sessions,1/6/2025,Organic Search,web,14418,16794.5,117,9762,973.46,1028.43
Good Sessions,1/6/2025,Organic Shopping,web,514,1213.64,15,337,210.84,125.77
Good Sessions,1/6/2025,Organic Social,Android,260,0,0,197,0,0
Good Sessions,1/6/2025,Organic Social,web,3777,2193.66,16,1469,101.96,38.61
Good Sessions,1/6/2025,Organic Video,web,29,0,0,7,0,0
Good Sessions,1/6/2025,Paid Other,Android,4,0,0,2,0,0
Good Sessions,1/6/2025,Paid Other,iOS,44,461.08,2,42,0,33.86
Good Sessions,1/6/2025,Paid Other,web,12,0,0,7,0,0
Good Sessions,1/6/2025,Paid Search,Android,1162,2664.5,23,999,189.81,179.7
Good Sessions,1/6/2025,Paid Search,iOS,1580,4700.12,34,1454,199.8,316.9
Good Sessions,1/6/2025,Paid Search,web,44212,76185.87,622,29567,5252.79,5275.18
Good Sessions,1/6/2025,Paid Social,web,39658,26268.36,222,17236,1871.44,1645.99
Good Sessions,1/6/2025,Paid Video,web,293,0,0,54,0,0
Good Sessions,1/6/2025,Payment Redirects,web,1,0,0,0,0,0
Good Sessions,1/6/2025,Referral,web,525,663.5,3,299,53.62,168.87
Good Sessions,1/6/2025,SMS,web,22795,41846.69,301,12767,2314.28,2756.24
Good Sessions,1/6/2025,Unassigned,Android,162,206.48,1,1,0,0
Good Sessions,1/6/2025,Unassigned,iOS,385,844.76,9,0,79.92,54.86
Good Sessions,1/6/2025,Unassigned,web,1234,4090.05,33,196,256.9,295.48
Good Sessions,1/7/2025,Affiliates,web,4410,27362.44,196,2959,1513.88,1905.42
Good Sessions,1/7/2025,Direct,Android,239,302.88,3,170,50.98,19.05
Good Sessions,1/7/2025,Direct,iOS,12736,31517.95,246,11317,2312.2,1936.21
Good Sessions,1/7/2025,Direct,web,32440,49318.99,380,18549,3497.63,3568.97
Good Sessions,1/7/2025,Display,Android,28,0,0,21,0,0
Good Sessions,1/7/2025,Display,iOS,51,0,0,45,0,0
Good Sessions,1/7/2025,Display,web,493,0,0,37,0,0
Good Sessions,1/7/2025,Email,web,22973,44374.81,331,13676,2350.96,3193.27
Good Sessions,1/7/2025,Mobile Push Notifications,Android,671,1314.46,5,548,29.97,102.37
Good Sessions,1/7/2025,Mobile Push Notifications,iOS,5196,12560.02,92,4584,694.32,719.79
Good Sessions,1/7/2025,Organic Search,Android,249,245.2,8,219,79.92,9.92
Good Sessions,1/7/2025,Organic Search,web,16987,16686.07,139,12380,1210.14,1070.91
Good Sessions,1/7/2025,Organic Shopping,web,492,705.1,9,320,69.93,62.66
Good Sessions,1/7/2025,Organic Social,Android,217,0,0,167,0,0
Good Sessions,1/7/2025,Organic Social,web,2906,2329.14,16,1289,69.93,109.78
Good Sessions,1/7/2025,Organic Video,web,45,0,0,7,0,0
Good Sessions,1/7/2025,Paid Other,Android,2,0,0,2,0,0
Good Sessions,1/7/2025,Paid Other,iOS,46,161.18,1,44,0,0
Good Sessions,1/7/2025,Paid Other,web,20,0,0,12,0,0
Good Sessions,1/7/2025,Paid Search,Android,1292,3123.04,26,1103,219.78,172.43
Good Sessions,1/7/2025,Paid Search,iOS,1619,3974.57,35,1485,405.69,246.14
Good Sessions,1/7/2025,Paid Search,web,45413,69718.92,626,29299,5946.59,4919.49
Good Sessions,1/7/2025,Paid Social,web,37706,22344.41,187,16200,1326.78,1426.72
Good Sessions,1/7/2025,Paid Video,web,356,0,0,69,0,0
Good Sessions,1/7/2025,Referral,web,615,986.88,7,376,121.77,61.78
Good Sessions,1/7/2025,SMS,web,21975,35455.77,267,11622,1937.38,2419.94
Good Sessions,1/7/2025,Unassigned,Android,184,174.21,1,0,9.99,14.25
Good Sessions,1/7/2025,Unassigned,iOS,392,498.25,4,0,29.97,30.04
Good Sessions,1/7/2025,Unassigned,web,1185,3387.78,24,241,166.67,205.18
Good Sessions,1/8/2025,Affiliates,web,4325,36580.15,261,2780,2046.52,2208.5
Good Sessions,1/8/2025,Direct,Android,261,377.86,4,193,39.96,23.59
Good Sessions,1/8/2025,Direct,iOS,12647,38833.23,277,11104,2294.02,2409.19
Good Sessions,1/8/2025,Direct,web,29887,44241.04,383,17508,3326.56,3043.28
Good Sessions,1/8/2025,Display,Android,38,0,0,25,0,0
Good Sessions,1/8/2025,Display,iOS,57,132.79,1,49,9.99,0
Good Sessions,1/8/2025,Display,web,725,0,0,37,0,0
Good Sessions,1/8/2025,Email,web,22332,42840.9,322,13886,2318.8,2688.75
Good Sessions,1/8/2025,Mobile Push Notifications,Android,752,1343.53,9,588,64.94,51.15
Good Sessions,1/8/2025,Mobile Push Notifications,iOS,5018,11109.21,94,4478,800.29,605.18
Good Sessions,1/8/2025,Organic Search,Android,256,797,8,219,69.93,48.94
Good Sessions,1/8/2025,Organic Search,web,17288,16661.85,113,12093,1207.59,1222.5
Good Sessions,1/8/2025,Organic Shopping,web,450,881.13,10,274,79.92,68.11
Good Sessions,1/8/2025,Organic Social,Android,201,345.42,2,152,9.99,13.18
Good Sessions,1/8/2025,Organic Social,web,2990,1765.88,11,1409,44.96,75.81
Good Sessions,1/8/2025,Organic Video,web,82,0,0,11,0,0
Good Sessions,1/8/2025,Paid Other,Android,3,0,0,2,0,0
Good Sessions,1/8/2025,Paid Other,iOS,29,0,0,25,0,0
Good Sessions,1/8/2025,Paid Other,web,10,0,0,6,0,0
Good Sessions,1/8/2025,Paid Search,Android,1241,2652.23,22,1036,194.81,157.37
Good Sessions,1/8/2025,Paid Search,iOS,1677,4044.06,39,1535,393.68,248.9
Good Sessions,1/8/2025,Paid Search,web,43263,78397.74,679,29134,5916.35,5369.25
Good Sessions,1/8/2025,Paid Social,web,35097,26251.42,214,15013,1436.78,1567.45
Good Sessions,1/8/2025,Paid Video,web,400,0,0,101,0,0
Good Sessions,1/8/2025,Referral,web,485,1222.8,5,294,19.98,103.86
Good Sessions,1/8/2025,SMS,web,17910,31775.82,245,10017,1708.48,2185.99
Good Sessions,1/8/2025,Unassigned,Android,159,311.19,1,0,0,21.71
Good Sessions,1/8/2025,Unassigned,iOS,379,343.19,4,0,39.96,21.72
Good Sessions,1/8/2025,Unassigned,web,1000,2078.64,15,216,122.92,120.51
Good Sessions,1/9/2025,Affiliates,web,5241,44199.35,308,3086,2184.28,2757.58
Good Sessions,1/9/2025,Direct,Android,239,1181.33,7,176,39.96,68.93
Good Sessions,1/9/2025,Direct,iOS,12230,41796.27,346,11056,3111.37,2524.51
Good Sessions,1/9/2025,Direct,web,29215,65641.41,527,17301,4337.68,4524.19
Good Sessions,1/9/2025,Display,Android,30,0,0,20,0,0
Good Sessions,1/9/2025,Display,iOS,39,0,0,36,0,0
Good Sessions,1/9/2025,Display,web,241,0,0,40,0,0
Good Sessions,1/9/2025,Email,web,25954,64186.45,488,16336,3441.98,4278.19
Good Sessions,1/9/2025,Mobile Push Notifications,Android,504,2978.17,17,446,79.92,148.54
Good Sessions,1/9/2025,Mobile Push Notifications,iOS,4318,20230.29,144,3946,1095.99,1210.71
Good Sessions,1/9/2025,Organic Search,Android,260,975.4,8,212,59.94,50.18
Good Sessions,1/9/2025,Organic Search,web,17210,20858.59,176,12196,1529.7,1321.48
Good Sessions,1/9/2025,Organic Shopping,web,504,1255.83,15,323,144.87,88.79
Good Sessions,1/9/2025,Organic Social,Android,185,146.23,1,149,9.99,8.28
Good Sessions,1/9/2025,Organic Social,web,2104,4359.8,22,1141,49.95,159.85
Good Sessions,1/9/2025,Organic Video,web,116,0,0,8,0,0
Good Sessions,1/9/2025,Paid Other,Android,8,0,0,6,0,0
Good Sessions,1/9/2025,Paid Other,iOS,39,0,0,35,0,0
Good Sessions,1/9/2025,Paid Other,web,8,0,0,5,0,0
Good Sessions,1/9/2025,Paid Search,Android,1198,5556.78,35,1014,244.76,294.33
Good Sessions,1/9/2025,Paid Search,iOS,1748,8722.41,66,1619,706.58,511.54
Good Sessions,1/9/2025,Paid Search,web,47243,109940.96,910,31133,7860.64,7371.85
Good Sessions,1/9/2025,Paid Social,web,33157,35080.49,289,15874,1921.24,1998.74
Good Sessions,1/9/2025,Paid Video,web,350,0,0,86,0,0
Good Sessions,1/9/2025,Referral,web,409,852.78,7,264,73.67,56.16
Good Sessions,1/9/2025,SMS,web,19684,47314.96,356,10606,2318.9,3053.64
Good Sessions,1/9/2025,Unassigned,Android,147,106.44,1,0,9.99,6.5
Good Sessions,1/9/2025,Unassigned,iOS,372,3038.6,8,0,39.96,203.53
Good Sessions,1/9/2025,Unassigned,web,1124,4510.72,27,197,236.43,489.11
Good Sessions,1/10/2025,Affiliates,web,6193,65909.91,408,3602,2641.18,4221.02
Good Sessions,1/10/2025,Direct,Android,221,546.66,6,165,49.95,16.5
Good Sessions,1/10/2025,Direct,iOS,13580,49350.38,382,12200,3077.29,3025.94
Good Sessions,1/10/2025,Direct,web,30542,91760.3,638,18441,4486.2,6338.98
Good Sessions,1/10/2025,Display,Android,24,249.51,2,19,19.98,15.24
Good Sessions,1/10/2025,Display,iOS,64,93.29,1,54,9.99,0
Good Sessions,1/10/2025,Display,web,171,0,0,35,0,0
Good Sessions,1/10/2025,Email,web,24751,102276.96,670,15141,4073.26,6692.13
Good Sessions,1/10/2025,Mobile Push Notifications,Android,697,5573.98,36,599,290.74,330.6
Good Sessions,1/10/2025,Mobile Push Notifications,iOS,6632,31885.77,197,5942,1338.78,1700.12
Good Sessions,1/10/2025,Organic Search,Android,274,1459.18,10,235,74.93,92.82
Good Sessions,1/10/2025,Organic Search,web,17412,29552.78,212,12300,1694.87,2141.91
Good Sessions,1/10/2025,Organic Shopping,web,444,832.62,11,282,114.81,57.04
Good Sessions,1/10/2025,Organic Social,Android,206,274.64,2,163,19.98,15.89
Good Sessions,1/10/2025,Organic Social,web,2281,5149.16,33,1268,134.87,237.32
Good Sessions,1/10/2025,Organic Video,web,58,0,0,4,0,0
Good Sessions,1/10/2025,Paid Other,Android,4,0,0,3,0,0
Good Sessions,1/10/2025,Paid Other,iOS,48,262.6,2,42,19.98,20.77
Good Sessions,1/10/2025,Paid Other,web,7,0,0,5,0,0
Good Sessions,1/10/2025,Paid Search,Android,1473,7646.95,41,1237,259.75,449.27
