date,channel,user_type,sessions,revenue,purchases,engaged_sessions,shipping,tax
2023-02-08,Paid Search,(not set),385,1758.81,11,252,145.61,142.51
2023-02-08,Paid Search,established,2750,10362.26,60,1866,697.5,622.15
2023-02-08,Paid Search,new,19689,43051.28,344,12801,4261.5,2482.37
2023-02-08,Paid Social,(not set),268,682.67,4,181,42.5,32.22
2023-02-08,Paid Social,established,2259,3860.51,30,1361,258,198.44
2023-02-08,Paid Social,new,6103,8124.08,58,3228,535.5,449.08
2023-02-08,Paid Video,established,1,0,0,0,0,0
2023-02-08,Payment Redirects,(not set),30,0,0,24,0,0
2023-02-08,Payment Redirects,established,108,1106.39,7,88,101,59.74
2023-02-08,Payment Redirects,new,305,2984.4,20,228,181.5,174.77
2023-02-08,Referral,(not set),7,0,0,5,0,0
2023-02-08,Referral,established,67,1201.4,4,50,49.11,75.98
2023-02-08,Referral,new,105,765.33,3,61,64.13,49.99
2023-02-08,SMS,(not set),701,2063.36,14,366,102.5,129.82
2023-02-08,SMS,established,3995,13404.56,69,2169,474,772.29
2023-02-08,SMS,new,12126,15853.12,103,4324,925.5,973.49
2023-02-08,Unassigned,(not set),1128,2542.28,20,0,236,170.64
2023-02-08,Unassigned,established,153,406.32,2,0,0,11.5
2023-02-08,Unassigned,new,242,4330.97,14,0,200.02,174.19
2023-02-09,Affiliates,(not set),124,2800.57,14,89,122.5,163.73
2023-02-09,Affiliates,established,549,4707.94,27,402,263,248.84
2023-02-09,Affiliates,new,2161,13082.58,86,1537,876.5,805.31
2023-02-09,Direct,(not set),690,522.84,4,189,57,39.78
2023-02-09,Direct,established,4506,10612.45,61,3759,579.5,193.37
2023-02-09,Direct,new,23143,44790.64,303,14261,3481.89,2262.45
2023-02-09,Display,(not set),1,0,0,1,0,0
2023-02-09,Display,established,25,176.26,1,7,0,0
2023-02-09,Display,new,37,0,0,8,0,0
2023-02-09,Email,(not set),1065,2367.52,17,660,160,158.29
2023-02-09,Email,established,5146,15448.69,86,3398,711,890.1
2023-02-09,Email,new,16360,29560.68,179,9039,1781.7,1960.73
2023-02-09,Organic Search,(not set),130,390.91,3,93,44,25.76
2023-02-09,Organic Search,established,1114,3107.09,17,782,202.26,103.28
2023-02-09,Organic Search,new,8244,13149.91,81,6103,989.93,685.19
2023-02-09,Organic Shopping,(not set),4,0,0,3,0,0
2023-02-09,Organic Shopping,established,37,0,0,24,0,0
2023-02-09,Organic Shopping,new,191,152.9,1,121,10,11.5
2023-02-09,Organic Social,(not set),9,0,0,7,0,0
2023-02-09,Organic Social,established,117,142.41,2,82,20,4.95
2023-02-09,Organic Social,new,601,1055.8,8,454,85.5,58.06
2023-02-09,Paid Search,(not set),327,653.08,6,206,75,46.98
2023-02-09,Paid Search,established,2697,7670.54,50,1746,545.5,361.08
2023-02-09,Paid Search,new,19207,33427.3,257,12698,3145,1885.23
2023-02-09,Paid Social,(not set),271,499.73,4,167,46,32.47
2023-02-09,Paid Social,established,2260,3657.28,28,1380,262,169.37
2023-02-09,Paid Social,new,6436,8316.49,71,3468,677,451.85
2023-02-09,Paid Video,new,1,0,0,1,0,0
2023-02-09,Payment Redirects,(not set),34,952.75,5,25,57,68.63
2023-02-09,Payment Redirects,established,126,1854.84,13,97,127,91.05
2023-02-09,Payment Redirects,new,298,3293.24,20,214,185.5,211.89
2023-02-09,Referral,(not set),12,0,0,9,0,0
2023-02-09,Referral,established,62,0,0,50,0,0
2023-02-09,Referral,new,107,0,0,55,0,0
2023-02-09,SMS,(not set),805,917.17,5,403,33,69.38
2023-02-09,SMS,established,5115,10991.6,65,2713,501,669.94
2023-02-09,SMS,new,13912,13539.87,79,5185,821,735.37
2023-02-09,Unassigned,(not set),1138,1339.82,10,0,100,88.01
2023-02-09,Unassigned,established,135,740.94,5,0,20,43.36
2023-02-09,Unassigned,new,195,2640.6,13,0,148,179.99
2023-02-10,Affiliates,(not set),107,864.87,4,73,66.5,55.09
2023-02-10,Affiliates,established,542,4180.2,22,395,153,240.82
2023-02-10,Affiliates,new,2011,13204.7,84,1409,900.5,688.21
2023-02-10,Direct,(not set),612,1575.32,9,180,90,104.4
2023-02-10,Direct,established,4237,10594.6,72,3426,817,140.29
2023-02-10,Direct,new,26122,52201.8,356,15849,4081.25,2758.94
2023-02-10,Display,(not set),2,0,0,0,0,0
2023-02-10,Display,established,32,0,0,10,0,0
2023-02-10,Display,new,65,0,0,14,0,0
2023-02-10,Email,(not set),872,2373.04,18,555,169.5,124.02
2023-02-10,Email,established,4503,13126.5,87,2918,732.26,706.17
2023-02-10,Email,new,13988,32160.65,192,7686,1452.46,1810.71
2023-02-10,Mobile Push Notifications,new,2,0,0,2,0,0
2023-02-10,Organic Search,(not set),139,559.19,6,104,53,37.56
2023-02-10,Organic Search,established,1057,2979.42,21,749,195.86,90.84
2023-02-10,Organic Search,new,8351,9891.29,63,6028,715.1,515.35
2023-02-10,Organic Shopping,(not set),5,0,0,4,0,0
2023-02-10,Organic Shopping,established,48,173.29,1,36,34,9.81
2023-02-10,Organic Shopping,new,186,181.3,1,134,0,0
2023-02-10,Organic Social,(not set),14,0,0,11,0,0
2023-02-10,Organic Social,established,102,376.65,2,78,23,28.3
2023-02-10,Organic Social,new,564,719.04,4,424,36,40.67
2023-02-10,Organic Video,established,1,0,0,1,0,0
2023-02-10,Paid Search,(not set),381,1645.44,13,243,180.5,103.22
2023-02-10,Paid Search,established,2824,9910.06,70,1887,699,455.83
2023-02-10,Paid Search,new,19432,39367.46,294,12443,3494.61,2302.13
2023-02-10,Paid Social,(not set),269,426.21,3,190,33,29.75
2023-02-10,Paid Social,established,2230,5836.63,41,1328,285.5,297.1
2023-02-10,Paid Social,new,6913,15356.67,106,3643,866,811.71
2023-02-10,Payment Redirects,(not set),33,714.89,4,29,42.5,19.42
2023-02-10,Payment Redirects,established,104,2319.16,10,69,89.5,86.9
2023-02-10,Payment Redirects,new,294,2378.96,19,202,139,119.43
2023-02-10,Referral,(not set),7,0,0,5,0,0
2023-02-10,Referral,established,56,563.71,2,43,30.42,139.9
2023-02-10,Referral,new,83,0,0,56,0,0
2023-02-10,SMS,(not set),495,1682.79,7,234,121.5,112.15
2023-02-10,SMS,established,3095,8294.97,48,1593,311.5,481.41
2023-02-10,SMS,new,8667,7883.75,60,2150,623,451.71
2023-02-10,Unassigned,(not set),772,1399.83,13,0,184.5,86.52
2023-02-10,Unassigned,established,122,309.46,3,0,42.5,4.8
2023-02-10,Unassigned,new,148,751.75,6,0,62.5,49.58
2023-02-11,Affiliates,(not set),71,485.85,3,54,20,27.96
2023-02-11,Affiliates,established,500,3024.28,19,364,215.67,172.78
2023-02-11,Affiliates,new,2123,14010.12,93,1479,866.5,912.37
2023-02-11,Direct,(not set),660,800.68,6,201,89.5,45.79
2023-02-11,Direct,established,4533,7244.99,55,3752,536.5,101.56
2023-02-11,Direct,new,25920,50773.22,354,15756,3897.34,2617.55
2023-02-11,Display,(not set),3,0,0,1,0,0
2023-02-11,Display,established,23,0,0,11,0,0
2023-02-11,Display,new,69,0,0,16,0,0
2023-02-11,Email,(not set),804,2571.23,16,510,80,167.48
2023-02-11,Email,established,3790,11090.16,61,2517,516.97,696.3
2023-02-11,Email,new,13444,23187.25,138,7499,1238.56,1440.05
2023-02-11,Organic Search,(not set),170,600.99,4,118,20,23.19
2023-02-11,Organic Search,established,1023,2169.29,15,712,104,130.94
2023-02-11,Organic Search,new,8875,11741.79,75,6249,966.24,776.79
2023-02-11,Organic Shopping,(not set),3,0,0,3,0,0
2023-02-11,Organic Shopping,established,33,355.52,1,29,0,20.92
2023-02-11,Organic Shopping,new,153,328.49,2,115,23,25.08
2023-02-11,Organic Social,(not set),13,0,0,9,0,0
2023-02-11,Organic Social,established,91,913.05,5,66,55.5,52.35
2023-02-11,Organic Social,new,612,1539.13,11,438,129,100.5
2023-02-11,Organic Video,established,2,0,0,1,0,0
2023-02-11,Organic Video,new,1,0,0,0,0,0
2023-02-11,Paid Search,(not set),453,1580.46,15,292,133,93.21
2023-02-11,Paid Search,established,2676,11877.52,72,1721,734,659.46
2023-02-11,Paid Search,new,22132,40660.34,328,14004,3533.5,2280.81
2023-02-11,Paid Social,(not set),310,938.4,5,216,55.5,44.92
2023-02-11,Paid Social,established,2348,4166.67,31,1440,271,233.2
2023-02-11,Paid Social,new,7067,10151.98,66,3763,550,627.09
2023-02-11,Paid Video,new,1,0,0,1,0,0
2023-02-11,Payment Redirects,(not set),34,378.03,4,28,43,26.29
2023-02-11,Payment Redirects,established,95,880.64,7,68,112.5,60.09
2023-02-11,Payment Redirects,new,294,1935.51,14,203,157.5,121.1
2023-02-11,Referral,(not set),4,124.43,1,2,10,9.46
2023-02-11,Referral,established,35,194.78,1,21,0,14.84
2023-02-11,Referral,new,80,346.16,1,52,22.1,34.55
2023-02-11,SMS,(not set),664,2534.93,15,370,129.5,110.22
2023-02-11,SMS,established,4125,10401.55,62,2320,552,533.14
2023-02-11,SMS,new,9056,9406.28,71,4507,639,504.64
2023-02-11,Unassigned,(not set),1106,2257.87,14,0,145,156.67
2023-02-11,Unassigned,established,135,1518.75,8,1,46,107.7
2023-02-11,Unassigned,new,146,1139.7,7,0,67,60.66
2023-02-12,Affiliates,(not set),74,874.21,5,59,88,52.89
2023-02-12,Affiliates,established,505,5162.87,25,361,162,363.37
2023-02-12,Affiliates,new,1655,12067.12,81,1148,720.5,719.37
2023-02-12,Direct,(not set),644,1224.17,7,194,52.5,67.14
2023-02-12,Direct,established,4979,10594.48,69,4171,607,123.69
2023-02-12,Direct,new,25793,47646.19,324,15502,3430.92,2638.19
2023-02-12,Display,(not set),5,0,0,3,0,0
2023-02-12,Display,established,23,197.13,1,6,0,11.15
2023-02-12,Display,new,73,0,0,13,0,0
2023-02-12,Email,(not set),826,2654.4,17,521,148,157.49
2023-02-12,Email,established,3610,16467.56,81,2418,403.92,997.81
2023-02-12,Email,new,11168,22395.68,123,6181,795,1404.9
2023-02-12,Organic Search,(not set),141,1303.35,3,97,52.91,248.15
2023-02-12,Organic Search,established,960,4180.49,14,690,125.19,391.01
2023-02-12,Organic Search,new,8796,10139.26,65,6330,927.73,712.43
2023-02-12,Organic Shopping,(not set),2,0,0,2,0,0
2023-02-12,Organic Shopping,established,29,0,0,24,0,0
2023-02-12,Organic Shopping,new,127,0,0,80,0,0
2023-02-12,Organic Social,(not set),9,0,0,6,0,0
2023-02-12,Organic Social,established,86,668.74,3,69,0,35.63
2023-02-12,Organic Social,new,584,0,0,441,0,0
2023-02-12,Paid Search,(not set),456,1290.17,10,314,102.5,70.45
2023-02-12,Paid Search,established,2615,6867.59,41,1686,372.5,352.55
2023-02-12,Paid Search,new,20755,43644.12,285,13469,3253.66,3562.18
2023-02-12,Paid Social,(not set),349,736.95,6,232,40,43.65
2023-02-12,Paid Social,established,2466,4372.28,34,1504,276,247.39
2023-02-12,Paid Social,new,7783,7702.83,65,4099,542,411.88
2023-02-12,Payment Redirects,(not set),43,995.01,4,40,45,46.54
2023-02-12,Payment Redirects,established,88,1008.91,5,64,32.5,46.1
2023-02-12,Payment Redirects,new,254,1993.67,15,182,162,126.17
2023-02-12,Referral,(not set),9,0,0,6,0,0
2023-02-12,Referral,established,31,52.38,1,26,10,2.4
2023-02-12,Referral,new,79,0,0,46,0,0
2023-02-12,SMS,(not set),696,2522.07,15,349,80,137.6
2023-02-12,SMS,established,3971,16421.81,76,2139,441.5,1027.89
2023-02-12,SMS,new,10666,16368.5,99,3586,799.5,1004.04
2023-02-12,Unassigned,(not set),834,4619.44,22,0,226.5,313.04
2023-02-12,Unassigned,established,168,1190.75,6,3,52.5,73.42
2023-02-12,Unassigned,new,194,3828.26,15,1,64,159.25
2023-02-13,Affiliates,(not set),98,1011.79,9,68,73,47.82
2023-02-13,Affiliates,established,514,5381.84,26,348,164.5,300.37
2023-02-13,Affiliates,new,1476,11047.3,66,997,565.61,640.55
2023-02-13,Direct,(not set),588,1333.25,9,205,79,49.74
2023-02-13,Direct,established,5025,11444.52,79,4084,719.5,109.8
2023-02-13,Direct,new,24059,43588.77,306,14073,3250.63,2425.24
2023-02-13,Display,(not set),3,0,0,1,0,0
2023-02-13,Display,established,15,0,0,6,0,0
2023-02-13,Display,new,98,0,0,13,0,0
2023-02-13,Email,(not set),725,1714.64,10,456,52.5,70.74
2023-02-13,Email,established,3705,13348.64,72,2394,595.67,828.56
2023-02-13,Email,new,10837,24791.6,136,6103,1007.61,1312.73
2023-02-13,Organic Search,(not set),157,313.31,1,117,0,27.18
2023-02-13,Organic Search,established,1119,3826.57,19,802,173.42,204.9
2023-02-13,Organic Search,new,8156,10281.75,62,5801,799.62,838.84
2023-02-13,Organic Shopping,(not set),3,0,0,0,0,0
2023-02-13,Organic Shopping,established,22,0,0,12,0,0
2023-02-13,Organic Shopping,new,97,169.22,1,63,10,10.11
2023-02-13,Organic Social,(not set),19,0,0,13,0,0
2023-02-13,Organic Social,established,91,0,0,70,0,0
2023-02-13,Organic Social,new,622,662.04,5,484,77,45.24
2023-02-13,Paid Search,(not set),381,2414.55,17,232,146.5,89.38
2023-02-13,Paid Search,established,2624,6702.65,45,1720,517,303.88
2023-02-13,Paid Search,new,18330,39781.5,273,11691,2937.74,2467.25
2023-02-13,Paid Social,(not set),352,1037.47,8,227,60,49.53
2023-02-13,Paid Social,established,2509,4597.92,29,1520,249.5,239.05
2023-02-13,Paid Social,new,7560,10073.65,72,4065,516.5,586.15
2023-02-13,Payment Redirects,(not set),34,494.55,2,27,32.5,26.39
2023-02-13,Payment Redirects,established,85,1795.69,10,57,30,117.17
2023-02-13,Payment Redirects,new,282,3016.99,17,196,186,159.9
2023-02-13,Referral,(not set),14,0,0,11,0,0
2023-02-13,Referral,established,74,348.36,3,52,47,12.71
2023-02-13,Referral,new,108,307.74,1,55,29.33,68.71
2023-02-13,SMS,(not set),531,2525.25,11,260,46,153
2023-02-13,SMS,established,3379,12143.91,61,1827,394.5,741.36
2023-02-13,SMS,new,10934,16247.51,95,3169,920.5,960.2
2023-02-13,Unassigned,(not set),823,1682.71,11,0,89,80.26
2023-02-13,Unassigned,established,135,157.25,1,0,10,13.58
2023-02-13,Unassigned,new,171,1325.37,7,0,32.5,91.79
2023-02-14,Affiliates,(not set),94,1057.95,6,70,45.5,71.73
2023-02-14,Affiliates,established,543,1049.39,9,399,98.5,65.49
2023-02-14,Affiliates,new,1502,9061.82,66,981,508,459.21
2023-02-14,Direct,(not set),530,691.58,6,169,112,40.34
2023-02-14,Direct,established,5175,9494.29,63,4151,737,48.04
2023-02-14,Direct,new,21769,43149.04,295,12617,3065.5,2263.66
2023-02-14,Display,(not set),9,0,0,3,0,0
2023-02-14,Display,established,37,0,0,13,0,0
2023-02-14,Display,new,578,0,0,47,0,0
2023-02-14,Email,(not set),887,3464.82,22,562,170,244.93
2023-02-14,Email,established,4393,13120.95,86,3072,594.5,658.27
2023-02-14,Email,new,10090,22259.78,140,6040,1184,1181.17
2023-02-14,Organic Search,(not set),159,312.36,3,114,42.5,17.68
2023-02-14,Organic Search,established,1126,4376.04,20,823,188.88,259.37
2023-02-14,Organic Search,new,7838,9023.24,51,5787,542.2,492.67
2023-02-14,Organic Shopping,established,25,0,0,16,0,0
2023-02-14,Organic Shopping,new,91,199.33,2,61,25.26,0
2023-02-14,Organic Social,(not set),20,141.46,1,16,22.5,4.58
2023-02-14,Organic Social,established,97,203.71,1,76,0,13.76
2023-02-14,Organic Social,new,509,948.8,6,384,43,53.14
2023-02-14,Organic Video,(not set),1,0,0,1,0,0
2023-02-14,Organic Video,established,1,0,0,1,0,0
2023-02-14,Organic Video,new,1,0,0,1,0,0
2023-02-14,Paid Search,(not set),414,1404.38,10,252,152,80.72
2023-02-14,Paid Search,established,2815,7609.22,54,1917,560,406.17
2023-02-14,Paid Search,new,17236,34399.31,271,10961,2981.5,1846.08
2023-02-14,Paid Social,(not set),311,732.8,6,210,43,25.99
2023-02-14,Paid Social,established,2275,4669.15,37,1442,318.5,230.43
2023-02-14,Paid Social,new,7047,9646.6,79,3783,669,523.49
2023-02-14,Paid Video,new,1,0,0,1,0,0
2023-02-14,Payment Redirects,(not set),43,340.63,2,36,23,24.35
2023-02-14,Payment Redirects,established,103,992.51,7,81,50,40.47
2023-02-14,Payment Redirects,new,271,2708.86,18,186,171.5,176.37
2023-02-14,Referral,(not set),11,0,0,9,0,0
2023-02-14,Referral,established,61,216.95,1,40,0,0
2023-02-14,Referral,new,102,0,0,56,0,0
2023-02-14,SMS,(not set),748,749.93,6,373,74,43.66
2023-02-14,SMS,established,4594,7907.23,48,2566,380.5,426.81
2023-02-14,SMS,new,10664,14168.34,86,3865,791,853.47
2023-02-14,Unassigned,(not set),1160,1934.34,16,0,175,104.04
2023-02-14,Unassigned,established,134,270.31,3,0,23,0
2023-02-14,Unassigned,new,186,1381.26,9,0,63,95.43
2023-02-15,Affiliates,(not set),99,1290.32,8,73,90,83.06
2023-02-15,Affiliates,established,599,5432.42,23,449,122,332.08
2023-02-15,Affiliates,new,1999,11981.22,69,1364,571,636.88
2023-02-15,Direct,(not set),625,1992.57,14,223,139.5,111.63
2023-02-15,Direct,established,4621,10390.46,74,3789,815.5,128.06
2023-02-15,Direct,new,22777,40348.52,288,13428,2939.17,2178.98
2023-02-15,Display,(not set),21,0,0,2,0,0
2023-02-15,Display,established,86,0,0,38,0,0
2023-02-15,Display,new,1260,0,0,186,0,0
2023-02-15,Email,(not set),1067,2688.49,15,660,113,186.47
2023-02-15,Email,established,4914,11778.97,70,3382,540.5,719.59
2023-02-15,Email,new,13199,22354.71,143,7903,1184.97,1323.87
2023-02-15,Organic Search,(not set),188,212.9,2,132,19.85,6.18
2023-02-15,Organic Search,established,1110,1257.11,9,786,75.5,81.66
2023-02-15,Organic Search,new,8333,14844.24,83,6090,991.42,811.96
2023-02-15,Organic Shopping,(not set),4,0,0,3,0,0
2023-02-15,Organic Shopping,established,23,0,0,13,0,0
2023-02-15,Organic Shopping,new,89,492.54,1,66,0,42.73
2023-02-15,Organic Social,(not set),9,0,0,7,0,0
2023-02-15,Organic Social,established,118,730.48,4,99,10,20.36
2023-02-15,Organic Social,new,560,1527.34,10,439,87,55.42
2023-02-15,Paid Search,(not set),419,1945.25,13,258,142.5,96.67
2023-02-15,Paid Search,established,3042,8572.05,57,1981,490,462.73
2023-02-15,Paid Search,new,18590,36946.66,272,11897,2994.11,2203.98
2023-02-15,Paid Social,(not set),451,1192.79,9,281,76,69
2023-02-15,Paid Social,established,2879,6748.56,44,1800,312.5,395.04
2023-02-15,Paid Social,new,8678,11801.4,102,4606,978,639.49
2023-02-15,Paid Video,new,7,102.28,1,3,10,2.88
2023-02-15,Payment Redirects,(not set),39,1621.34,9,35,87,78.14
2023-02-15,Payment Redirects,established,106,1837.16,8,73,108,125.11
2023-02-15,Payment Redirects,new,282,3738.68,21,202,223,206
2023-02-15,Referral,(not set),15,0,0,10,0,0
2023-02-15,Referral,established,61,0,0,42,0,0
2023-02-15,Referral,new,131,763.54,3,63,20,51.9
2023-02-15,SMS,(not set),872,1610.79,8,444,30,109.78
2023-02-15,SMS,established,4898,10362.99,63,2598,598.5,563.06
2023-02-15,SMS,new,11638,13758.2,81,5027,520,854.76
2023-02-15,Unassigned,(not set),1263,1887.44,14,0,117,102.81
2023-02-15,Unassigned,established,138,261.81,2,1,34,0
2023-02-15,Unassigned,new,195,650.08,4,0,13,44.05
2023-02-16,Affiliates,(not set),95,634.55,3,72,0,42.18
2023-02-16,Affiliates,established,652,11687.01,53,497,280,478.2
2023-02-16,Affiliates,new,2065,14528.88,81,1461,655,878.59
2023-02-16,Direct,(not set),718,2850.86,15,230,142.5,177.42
2023-02-16,Direct,established,4698,15051.35,93,3818,933.5,211.72
2023-02-16,Direct,new,22994,66438.09,431,13622,4642.69,3603.05
2023-02-16,Display,(not set),12,0,0,2,0,0
2023-02-16,Display,established,98,94.57,1,44,22.5,4.08
2023-02-16,Display,new,701,199.84,1,134,22.5,17.75
2023-02-16,Email,(not set),1135,3234.12,18,709,103,172.44
2023-02-16,Email,established,4525,19353.31,94,3159,621.68,1078.87
2023-02-16,Email,new,13168,29894.58,160,7538,1135.73,1762.14
2023-02-16,Organic Search,(not set),170,317.32,2,123,44,15.58
2023-02-16,Organic Search,established,1170,3905.88,22,832,195,212.37
2023-02-16,Organic Search,new,8670,15814.89,94,6348,941.77,920.59
2023-02-16,Organic Shopping,(not set),4,0,0,2,0,0
2023-02-16,Organic Shopping,established,23,169.56,1,19,0,13.65
2023-02-16,Organic Shopping,new,64,86.28,2,51,20,6.1
2023-02-16,Organic Social,(not set),47,153.91,1,29,0,0
2023-02-16,Organic Social,established,191,925.8,5,159,23,7.82
2023-02-16,Organic Social,new,985,1357.8,8,772,96.5,49.74
2023-02-16,Paid Search,(not set),431,2058.69,14,287,115.5,131.03
2023-02-16,Paid Search,established,3059,10475.41,70,1997,637,577.69
2023-02-16,Paid Search,new,20429,45639.64,328,13035,3280.94,2777.89
2023-02-16,Paid Social,(not set),540,1456.15,11,355,92.5,73.94
2023-02-16,Paid Social,established,2778,7285.41,39,1748,171.5,317.89
2023-02-16,Paid Social,new,9319,17164.21,136,5218,1161,956.15
2023-02-16,Paid Video,(not set),2,0,0,0,0,0
2023-02-16,Paid Video,new,3,0,0,0,0,0
2023-02-16,Payment Redirects,(not set),40,255.9,2,34,10,22.1
2023-02-16,Payment Redirects,established,120,1598.74,9,90,58.5,102.39
2023-02-16,Payment Redirects,new,496,2378.14,20,393,243,121.93
2023-02-16,Referral,(not set),18,0,0,11,0,0
2023-02-16,Referral,established,70,0,0,48,0,0
2023-02-16,Referral,new,129,219.89,2,71,10,16.17
2023-02-16,SMS,(not set),878,2590.33,17,483,145.5,132.53
2023-02-16,SMS,established,4729,18196.08,84,2626,512,1069.81
2023-02-16,SMS,new,8844,16276.64,96,4286,700,1002.4
2023-02-16,Unassigned,(not set),1451,3165.2,24,0,212.5,170.82
2023-02-16,Unassigned,established,152,714.32,5,2,20,50.08
2023-02-16,Unassigned,new,210,1599.97,8,2,96.5,100.2
2023-02-17,Affiliates,(not set),110,923.72,6,87,55.5,53.7
2023-02-17,Affiliates,established,570,6481.69,37,410,213,347.67
2023-02-17,Affiliates,new,2060,20362.37,107,1481,753,1026.16
2023-02-17,Direct,(not set),675,1213.37,8,226,59,77.49
2023-02-17,Direct,established,4727,14756.03,84,3874,657.5,171.68
2023-02-17,Direct,new,22913,72949.59,455,13207,4430.86,3787.19
2023-02-17,Display,(not set),15,0,0,4,0,0
2023-02-17,Display,established,82,0,0,26,0,0
2023-02-17,Display,new,624,0,0,87,0,0
2023-02-17,Email,(not set),1018,4348.23,28,664,110,254.97
2023-02-17,Email,established,4117,16110.23,95,2726,549.5,925.37
2023-02-17,Email,new,11848,26268.29,162,6604,1237.08,1573.11
